id;product;calories;fat;saturated;trans; monounsaturated; polyunsaturated;cholesterol;total;starch;sugar;added;protein;fiber; salt
1;Melk og melkeprodukter;;;;;;;;;;;;;;
1.1;Melk og melkebasert drikke;;;;;;;;;;;;;;
01.013;Geitmelk, langtidsholdbar;69;4,5;2,9;0,1;1,1;0,1;13;4;0;4;0;3;0;0
01.272;Helmelk, 3,5 % fett, laktosefri;60;3,5;2,2;0,1;0,8;0,1;9;3;0;3;0;4;0;0,1
01.001;Helmelk, 3,5 % fett, Tine;63;3,5;2,2;0,1;0,8;0,1;9;4,5;0;4,5;0;3,4;0;0,1
01.235;Helmelk, 3,9 % fett, Q-meieriene;67;3,9;2,7;0,1;1;0,2;10;4,6;0;4,6;0;3,3;0;0,1
01.283;Helmelk, 4,1 % fett, økologisk;67;4,1;2,7;0,1;0,9;0,1;11;4,5;0;4,5;0;3;0;0,1
01.236;Helmelk, uspesifisert;62;3,5;2,5;0,1;1,1;0,1;10;4,4;0;4,4;0;3,3;0;0,1
01.109;Kaffemelk, 3,5 % fett;61;3,5;2,2;0,1;0,8;0,1;9;4,4;0;4,4;0;3;0;0,1
01.196;Kakao, med lettmelk, tilberedt;80;1,6;1;0;0,4;0;2;11,7;0,4;11,3;7;4,2;1;0,1
01.274;Lettmelk, 0,5 % fett, vitamin D, laktosefri;33;0,5;0,3;0;0,1;0;1;3,1;0;3,1;0;4;0;0,1
01.230;Lettmelk, 0,5 % fett, vitamin D, Q-meieriene;37;0,5;0,3;0;0,1;0;1;4,6;0;4,6;0;3,5;0;0,1
01.192;Lettmelk, 0,5 % fett, vitamin D, Tine;37;0,5;0,3;0;0,1;0;1;4,5;0;4,5;0;3,5;0;0,1
01.231;Lettmelk, 0,5-0,7 % fett, vitamin D, uspesifisert;38;0,7;0,5;0;0,2;0;2;4,5;0;4,5;0;3,5;0;0,1
01.285;Lettmelk, 0,7 % fett, økologisk;37;0,7;0,5;0;0,1;0;2;4,7;0;4,7;0;3;0;0,1
01.215;Lettmelk, 1,0 % fett, laktosefri;37;1;0,6;0;0,2;0;2;3,1;0;3,1;0;4;0;0,1
01.118;Lettmelk, 1,0 % fett, laktoseredusert;43;1;0,6;0;0,2;0;2;4,5;0;4,5;0;4;0;0,1
01.228;Lettmelk, 1,0 % fett, Q-meieriene;41;1;0,7;0;0,2;0;3;4,6;0;4,6;0;3,5;0;0,1
01.002;Lettmelk, 1,0 % fett, Tine;41;1;0,6;0;0,2;0;2;4,5;0;4,5;0;3,5;0;0,1
01.119;Lettmelk, 1,2 % fett, langtidsholdbar;45;1,2;0,8;0;0,3;0;3;4,5;0;4,5;0;4;0;0,1
01.268;Lettmelk, 1,2 % fett, økologisk;42;1,2;0,8;0;0,3;0;3;4,7;0;4,7;0;3;0;0,1
01.229;Lettmelk, 1-1,2 % fett, uspesifisert;43;1,2;0,8;0;0,3;0;3;4,5;0;4,5;0;3,5;0;0,1
01.227;Lettmelk, kakao, vitamin D;48;1,1;0,7;0;0,3;0;3;5,3;0,9;4,4;0;4;0;0,1
01.292;Lettmelk, uspesifisert;41;1;0,6;0;0,2;0;3;4,5;0;4,5;0;3,5;0;0,1
01.291;Melk, uspesifisert;45;1,4;0,9;0;0,4;0;4;4,5;0;4,5;0;3,5;0;0,1
01.079;Milkshake, sjokoladesmak;74;1,5;1;0;0,4;0;4;11,1;0,1;11;4,8;4;0;0,4
01.197;Sjokolademelk, av pulver og lettmelk;63;0,9;0,5;0;0,2;0;2;10;0,2;9,8;5,6;3,6;0;0,1
01.127;Sjokolademelk, Litago;48;0,8;0,5;0;0,2;0;2;5,9;0,1;5,8;1,4;4;0;0,1
01.008;Sjokolademelk, Sjokomelk;62;1,2;0,8;0;0,3;0;3;8,5;0,1;8,4;4,1;4;0;0,1
01.280;Sjokolademelk, uten tilsatt sukker, Litago Uten;50;1,3;0,8;0;0,3;0;3;4,6;0,1;4,5;0;4;2;0,1
01.289;Skummet melk, Styrk;39;0,1;0,1;0;0;0;0;4,6;0;4,6;0;5;0;0,1
01.003;Skummet melk, Tine;33;0,1;0,1;0;0;0;0;4,5;0;4,5;0;3,5;0;0,1
01.277;Syrnet melk, blåbær, laktosefri, Biola;51;0,1;0;0;0;0;0;9,4;0,3;9,1;5,3;3;0;0,1
01.171;Syrnet melk, blåbær, mager, Biola;49;0,1;0;0;0;0;0;9,1;0;9,1;5,3;3;0;0,1
01.237;Syrnet melk, blåbær/bringebær, BioQ;56;0,1;0,1;0;0;0;0;10,3;0;10,3;5;2,9;1;0,2
01.214;Syrnet melk, bringebær, Biola;51;0,1;0,1;0;0;0;0;9,4;0,2;9,2;4,9;3;0;0,1
01.213;Syrnet melk, jordbær, Biola;52;0,1;0,1;0;0;0;0;9,7;0,3;9,4;4,9;3;0;0,1
01.083;Syrnet melk, Kulturmjølk;53;2,6;1,6;0,1;0,6;0,1;6;4,4;0;4,4;0;3;0;0,1
01.170;Syrnet melk, naturell, Biola;40;1;0,6;0;0,2;0;2;4,8;0;4,8;0;3;0;0,1
01.278;Syrnet melk, rødbete/eple/lime, Biola;46;0,9;0,6;0;0,2;0;2;6,5;0,1;6,4;1,4;3;0;0,1
01.085;Syrnet melk, Skumma Kulturmjølk;33;0,4;0,3;0;0,1;0;1;4,1;0;4,1;0;3,2;0;0,1
01.084;Syrnet melk, økologisk, Kefir;39;3;2;0,1;0,6;0,1;8;0;0;0;0;3;0;0,1
;;;;;;;;;;;;;;;
1.2;Yoghurt;;;;;;;;;;;;;;
01.233;Skyr, med smak, kunstig søtet;58;0,2;0,1;0;0,1;0;0;4;0;4;0;10;0;0,1
01.234;Skyr, naturell;74;1;0,6;0;0,2;0;3;4,3;0;4,3;0;12;0;0,1
01.299;Yoghurt, blåbær, 0 % fett, Yoplait;45;0,1;0,1;0;0;0;0;6;0,5;5,5;0;4;2;0,1
01.096;Yoghurt, jordbær;86;3,1;1,9;0,1;0,7;0,1;8;10,5;0,2;10,3;5,3;4;0;0,1
01.222;Yoghurt, med müsli og skogsbær, Go Morgen;117;3,4;2,2;0,1;0,8;0,1;8;17,1;6,1;11;5,2;4;1;0,1
01.011;Yoghurt, naturell;69;3,4;2,2;0,1;0,8;0,1;8;5,6;0;5,6;0;4;0;0,1
01.275;Yoghurt, naturell, laktosefri;68;3,4;2,2;0,1;0,8;0,1;8;5,3;0;5,3;0;4;0;0,1
01.290;Yoghurt, naturell, økologisk;69;3,4;2,3;0,1;0,7;0,1;9;5,6;0;5,6;0;4;0;0,1
01.298;Yoghurt, vanilje, 0 % fett, Yoplait;45;0,1;0,1;0;0;0;0;6;0,2;5,8;0;4,5;1;0,1
01.279;Yoghurt, vanilje, laktosefri;82;3;1,9;0,1;0,7;0,1;8;9,7;0;9,7;5,1;4;0;0,1
;;;;;;;;;;;;;;;
1.3;Fløte, rømme, fløteerstatning;;;;;;;;;;;;;;
01.089;Crème Fraîche, 35 % fett;335;35;22,2;1;8,4;0,8;86;2,9;0;2,9;0;2;0;0,1
01.179;Dessert-topping på boks;260;25;21,3;0;1,9;0,7;0;7,3;0;7,3;7,3;1,5;0;2,2
01.178;Husholdningshvitt, flytende;89;8,2;1,3;0;1,8;4,8;0;2,9;0;2,9;2,9;0,9;0;1,3
01.108;Kaffefløte, 10 % fett;118;10;6,3;0,3;2,4;0,2;25;4,1;0;4,1;0;3;0;0,1
01.177;Kaffehvitt;107;10,2;8,6;0;0,8;0,3;0;2,9;0;2,9;2,9;0,9;0;1,3
01.176;Kaffehvitt, pulver, Coffeemate;548;34,5;26;0;7,5;0;2;57,3;47,9;9,4;0;2,1;0;1
01.225;Krem, pisket, på boks;325;33;20,9;1;8;0,7;81;5;0;5;2;2;0;0,1
01.015;Kremfløte, 37 % fett;353;37;23,4;1,1;8,9;0,8;91;2,9;0;2,9;0;2;0;0,1
01.273;Kremfløte, 37 % fett, laktosefri;353;37;23,5;1,1;8,9;0,8;91;2,9;0;2,9;0;2;0;0,1
01.036;Kvarg, 1 % fett, Kesam;66;1;0,6;0;0,2;0;2;4,3;0;4,3;0;10;0;0,1
01.226;Kvarg, 7 % fett, Kesam;108;7,1;4,5;0,2;1,7;0,2;17;4;0;4;0;7;0;0,1
01.088;Lettrømme, 10 % fett;118;10;6,3;0,3;2,4;0,2;25;4,1;0;4,1;0;3;0;0,1
01.087;Lettrømme, 18 % fett;189;18;11,4;0,5;4,3;0,4;44;3,7;0;3,7;0;3;0;0,1
01.286;Lettrømme, 18 % fett, økologisk;189;18;12;0,5;3,8;0,4;49;3,7;0;3,7;0;3;0;0,1
01.175;Matfløte, 18 % fett;189;18;11,4;0,5;4,3;0,4;44;3,7;0;3,7;0;3;0;0,1
01.294;Matlagingsprodukt, av havre, 13 % fett;146;12,8;1;M;7,7;3,3;0;6,7;3,5;3,2;M;0,7;1;0,1
01.293;Matlagingsprodukt, av soya, 17 % fett;186;17,5;1,8;0;3,5;8,8;0;4,1;0,4;3,7;M;2,9;0;0,1
01.189;Matlagingsprodukt, whipping;103;8,3;7,1;0;0,6;0,2;0;6,4;0;6,4;6,4;0,7;0;1,8
01.180;Rømmedressing, med urter;136;11,8;7,3;0,5;3,2;0,2;36;4,7;0;4,7;0;2,8;0;0,8
01.086;Seterrømme, 35 % fett;335;35;22,2;1;8,4;0,8;86;2,9;0;2,9;0;2;0;0,1
01.296;Syrnet havreprodukt til matlaging, 15 % fett;187;15,7;1,3;0;8,9;4,6;0;10,1;7,3;2,8;M;0,8;1;0
01.295;Syrnet, tyknet havreprodukt;76;2,4;0,2;M;1,3;0,7;0;11,7;7,7;4;M;1,5;1;0,1
;;;;;;;;;;;;;;;
1.4;Ost;;;;;;;;;;;;;;
1.4.1;Ost, ekstra fet;;;;;;;;;;;;;;
01.136;Brie, hvitmuggost;360;32;20,3;1;7,7;0,7;79;0;0;0;0;18;0;1,5
01.027;Cheddar, gulost;389;32;20,3;1;7,7;0,7;79;0,3;0;0,3;0;25;0;2
01.062;Crème Chérie, mykost;335;31;19,6;0,9;7,5;0,7;76;0;0;0;0;14;0;2,3
01.248;Geitost, hvit, Balsfjord;398;34;22;0,9;8;0,8;101;0;0;0;0;23;0;1
01.261;Gorgonzola, blåmuggost;359;31,2;20,3;0,6;6,8;0,9;87;0,1;0;0,1;0;19,4;0;3,6
01.262;Gruyere, ost;412;32,3;18,9;0,6;10;1,7;110;0,4;0;0,4;0;29,8;0;1,8
01.038;Gräddost;418;38;24,1;1,1;9,2;0,8;94;0;0;0;0;19;0;1,3
01.263;Mascarpone, kremost;436;44,5;29,5;1,8;11,7;1,9;123;4,3;0;4,3;0;4,6;0;0,2
01.042;Norzola, blåmuggost;383;35;22,2;1;8,4;0,8;86;0;0;0;0;17;0;2,5
01.048;Ridderost;422;38;24,1;1,1;9,2;0,8;94;0;0;0;0;20;0;1,5
01.264;Roquefort, blåmuggost;355;31;20,2;0,6;6,8;0,9;90;0;0;0;0;19;0;4
01.252;Selbu blå, blåmuggost;420;40;25,3;1,2;9,6;0,9;98;0;0;0;0;15;0;2,2
01.287;Selbu blå, blåmuggost, økologisk;411;39;25,9;1,1;8,3;0,9;107;0;0;0;0;15;0;2,2
01.265;Stilton, blåmuggost;410;35;23;1,5;9,2;1,2;95;0,1;0;0,1;0;23,7;0;2
01.282;Østavind, gulost;396;32;20,3;1;7,7;0,7;79;0;0;0;0;27;0;1
;;;;;;;;;;;;;;;
1.4.2;Ost, helfet;;;;;;;;;;;;;;
01.186;Brunost, uspesifisert;410;27;17,2;0,8;6,5;0,6;71;30,3;0;30,3;0;11,3;0;0,8
01.025;Camembert, hvitmuggost;328;28;17,7;0,8;6,8;0,6;69;0;0;0;0;19;0;1,5
01.251;Chevre, geitost, naturell;316;28;18,1;0,8;6,6;0,7;83;1;0;1;0;15;0;1,1
01.030;Edamer, gulost;355;27;17,1;0,8;6,5;0,6;66;0;0;0;0;28;0;1,5
01.188;Feta, ost med geitmelk;250;20,2;13,7;0,7;4,1;0,6;70;1,5;0;1,5;0;15,6;0;2,5
01.053;Fløtemysost, brunost;406;26;16,5;0,8;6,3;0,6;64;32;0;32;0;11;0;0,9
01.052;Geitost, brunost;411;27;17,4;0,7;6,3;0,6;80;29;0;29;0;13;0;0,8
01.249;Geitost, hvit, Kvitlin;389;33;21,3;0,9;7,8;0,8;98;0;0;0;0;23;0;1,5
01.257;Geitost, smørbar, dill, Snøfrisk;241;23;14,9;0,6;5,4;0,5;68;2,6;0;2,6;0,1;6;0;1,5
01.260;Geitost, smørbar, kantarell, Snøfrisk;241;23;14,9;0,6;5,4;0,5;68;2,6;0;2,6;0,4;6;0;1,3
01.117;Geitost, smørbar, naturell, Snøfrisk;254;24;15,2;0,7;5,8;0,5;59;2,5;0;2,5;0;7;0;1,3
01.258;Geitost, smørbar, rødløk og timian, Snøfrisk;242;23;14,9;0,6;5,4;0,5;68;2,7;0;2,7;0;6;0;1,6
01.055;Gudbrandsdalsost, brunost;412;28;17,7;0,8;6,8;0,6;69;30;0;30;0;10;0;0,8
01.185;Gulost, uspesifisert;348;26,7;16,9;0,8;6,4;0,6;65;0;0;0;0;26,9;0;1,2
01.270;Halloumi, ost;290;21,9;14,9;0,8;4,6;0,8;71;0,9;0;0,9;0;22,3;0;4,2
01.035;Jarlsberg, gulost;351;27;17,1;0,8;6,5;0,6;66;0;0;0;0;27;0;1,1
01.253;Kremost, krydder;277;27;17,1;0,8;6,5;0,6;66;2,6;0;2,6;0;6;0;1
01.150;Kremost, naturell;278;27;17,1;0,8;6,5;0,6;66;2,7;0;2,7;0;6;0;1
01.254;Kremost, pepper;278;27;17,1;0,8;6,5;0,6;66;2,7;0;2,7;0;6;0;1
01.269;Kremost, Philadelphia;281;27,3;18;M;6,4;1,2;85;2,7;0;2,7;0;6,1;0;0,7
01.212;Kremost, urter;278;27;17,1;0,8;6,5;0,6;66;2,7;0;2,7;0;6;0;1
01.300;Manchego, ost;391;30,4;18,9;1,5;9;0,8;88;0,5;0;0,5;0;28,8;0;1,7
01.066;Mozzarella, norsk;317;23;14,6;0,7;5,5;0,5;57;0,6;0;0,6;0;27;0;1,2
01.037;Normanna, blåmuggost;336;28;17,7;0,8;6,8;0,6;69;0;0;0;0;21;0;2,5
01.039;Norvegia, gulost;351;27;17,1;0,8;6,5;0,6;66;0;0;0;0;27;0;1,2
01.247;Norvegia, gulost, fyldig;370;30;19;0,9;7,2;0,7;74;0;0;0;0;25;0;1,2
01.245;Norvegia, gulost, vellagret;360;28;17,7;0,8;6,8;0,6;69;0;0;0;0;27;0;1,2
01.246;Norvegia, gulost, økologisk;351;27;17,9;0,8;5,7;0,6;74;0;0;0;0;27;0;1,2
01.043;Nøkkelost;351;27;17,1;0,8;6,5;0,6;66;0;0;0;0;27;0;1,5
01.200;Parmesan, ost;416;29,7;19,3;1,1;7,7;1,1;93;0,9;0;0,9;0;36,2;0;1,7
01.219;Pizzaost, revet;301;20;12,7;0,6;4,8;0,4;49;0,3;0;0,3;0;30;0;1,1
01.046;Port Salut, kittmodnet ost;321;25;15,8;0,7;6;0,6;62;0;0;0;0;24;0;1,5
01.267;Raclette, ost;357;27,9;16,7;M;6,5;1,3;84;0;0;0;0;26,4;0;1,8
01.050;Sveitserost, gulost;364;28;17,7;0,8;6,8;0,6;69;0;0;0;0;28;0;1,3
01.161;Taffelost, tomat;313;24;15,2;0,7;5,8;0,5;59;0,3;0;0,3;0;24;0;2,8
01.190;Ystet produkt med vegetabilsk fett;366;30;12,9;M;8,7;6,5;14;0,9;0;0;0;23;0;1,5
;;;;;;;;;;;;;;;
1.4.3;Ost, halvfet, mager;;;;;;;;;;;;;;
01.063;Baconost, smørbar;213;17;10,8;0,5;4,1;0,4;42;0,1;0;0,1;0;15;0;2,4
01.028;Cottage Cheese;97;4,3;2,7;0,1;1;0,1;11;1,5;0;1,5;0;13;0;0,4
01.054;Fløtemysost, brunost, lett;356;16;10,1;0,5;3,9;0,4;39;41;0;41;0;12;0;0,9
01.032;Gamalost;221;0,6;0,4;0;0,1;0;1;0;0;0;0;54;0;0,1
01.058;Gomme, Namdal;252;12;7,6;0,4;2,9;0,3;30;26;0;26;6;10;0;0,6
01.072;Gudbrandsdalsost, brunost, lett;360;16;10,1;0,5;3,9;0,4;39;42;0;42;0;12;0;0,9
01.071;Jarlsberg, gulost, lett;268;16;10,1;0,5;3,9;0,4;39;0;0;0;0;31;0;1
01.271;Kremost, lett, Philadelphia;189;16;10,6;M;3,8;0,7;50;3,4;M;1,7;0;7,8;0;0,4
01.204;Magerost, smørbar, 10 % fett;162;10;6;0,3;2,7;0,2;27;0;0;0;0;18;0;2,8
01.202;Magerost, smørbar, 3 % fett;100;3;1,9;0,1;0,7;0,1;10;0;0;0;0;17;3;2,5
01.064;Magerost, smørbar, 7 % fett;131;6,5;4,2;0,2;1,5;0,1;17;0;0;0;0;18;0;2,2
01.297;Mozzarella, i lake, importert;213;16,6;10,6;M;4,1;0,7;52;0,4;0;0,4;0;15,6;0;0,5
01.138;Mozzarella, lett, norsk;266;16;10,1;0,5;3,9;0,4;39;0,6;0;0,6;0;30;0;1
01.040;Norvegia, gulost, lett;268;16;10,1;0,5;3,9;0,4;39;0;0;0;0;31;0;1,2
01.142;Nøkkelost, lett;272;16;10,1;0,5;3,9;0,4;39;0;0;0;0;32;0;1,4
01.059;Prim;268;8;5,1;0,2;1,9;0,2;20;42;0;42;9;7;0;0,8
01.060;Prim, lett;244;4;2,5;0,1;1;0,1;10;45;0;45;9;7;0;0,8
01.220;Prim, med jern, Sprett;272;8;5,1;0,2;1,9;0,2;20;43;0;43;8;7;0;0,8
01.250;Pultost, Hedemark;169;1;0,6;0;0,2;0;2;0;0;0;0;40;0;2,3
01.047;Pultost, Løiten;126;0,7;0,4;0;0,2;0;2;0;0;0;0;30;0;2
01.266;Ricotta, ferskost;163;13;8,3;M;3,6;0,4;51;0,3;0;0,8;0;11,3;0;0,2
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
2;Egg;;;;;;;;;;;;;;
2.1;Egg, rå;;;;;;;;;;;;;;
02.001;Egg, rå;149;10,7;3;0;4;2,1;319;0,3;0;0,3;0;13;0;0,4
02.030;Egg, økologisk, rå;146;10,5;2,8;0;4,3;1,8;331;0,3;0;0,3;0;12,5;0;0,4
02.010;Eggedosis;207;8,2;2,3;0;3,1;1,6;245;23,3;0;23,3;23,1;10;0;0,3
02.002;Eggehvite, rå;42;0;0;0;0;0;1;0,4;0;0,4;0;10,2;0;0,5
02.003;Eggeplomme, rå;321;28,5;8,2;0;11;5,5;845;0,2;0;0,2;0;16;0;0,2
;;;;;;;;;;;;;;;
2.2;Egg, tilberedt;;;;;;;;;;;;;;
02.026;Egg, kokt;148;10,5;3;0;4;2,1;316;0,3;0;0,3;0;12,9;0;0,3
02.025;Egg, stekt i fett;207;16,7;4,8;0;6,6;3,3;349;0,4;0;0,4;0;13,9;0;0,4
02.037;Egg, økologisk, kokt;144;10,4;2,7;0;4,3;1,8;327;0,3;0;0,3;0;12,4;0;0,3
02.038;Egg, økologisk, stekt;204;16,5;4,5;0;7;3;362;0,4;0;0,4;0;13,4;0;0,4
02.039;Eggehvite, kokt;42;0;0;0;0;0;1;0,4;0;0,4;0;10,1;0;0,5
02.040;Eggeplomme, kokt;318;28,2;8,1;0;10,8;5,5;837;0,2;0;0,2;0;15,8;0;0,2
02.008;Eggerøre, stekt i fett;229;20,2;6,4;0,1;8;3,7;280;0,6;0;0,6;0;11,2;0;1,2
02.009;Eggerøre, stekt uten fett;157;11,8;4,1;0,1;4,1;1,9;293;0,7;0;0,7;0;12,1;0;1,1
02.006;Omelett, stekt i fett;181;14,4;4,7;0,1;5,4;2,5;301;0,7;0,1;0,6;0;12,1;0;0,6
02.007;Omelett, stekt uten fett;161;11,9;4;0;4,2;2;311;0,6;0;0,6;0;12,8;0;0,6
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
3;Fjørfe og kjøtt;;;;;;;;;;;;;;
3.1;Fjørfe  ;;;;;;;;;;;;;;
3.1.1;Fjørfe, rå;;;;;;;;;;;;;;
03.001;And, kjøtt med skinn, rå;388;37,3;10,7;0,4;19;5,6;72;0;0;0;0;13,1;0;0,2
03.231;And, kjøtt uten skinn, rå;132;6,5;2;0,1;3,2;1;110;0;0;0;0;18,3;0;0,3
03.002;Gås, kjøtt med skinn, rå;366;33,6;9,8;0;17,8;3,8;80;0;0;0;0;15,9;0;0,2
03.305;Gås, kjøtt uten skinn, rå;155;7,1;2,8;0;1,9;0,9;84;0;0;0;0;22,8;0;0,2
03.224;Høne, bryst, filet, uten skinn, rå;106;0,7;0,2;0;0,3;0,1;63;0;0;0;0;25;0;0,1
03.003;Høne, kjøtt med skinn, rå;264;21;5,5;0;10,3;3,5;71;0;0;0;0;18,7;0;0,1
03.237;Høne, kjøtt uten skinn, rå;141;6,3;1,4;0;2,7;0,9;63;0;0;0;0;21;0;0,1
03.204;Kalkun, bryst, filet, uten skinn, rå;114;1,4;0,5;0;0,5;0,3;49;0;0;0;0;25,3;0;0,2
03.004;Kalkun, kjøtt med skinn, rå;133;5,2;1,7;0;1,9;1,2;78;0;0;0;0;21,6;0;0,2
03.239;Kalkun, kjøtt uten skinn, rå;105;1,6;0,5;0;0,6;0,4;70;0;0;0;0;22,6;0;0,2
03.205;Kylling, filet, uten skinn, rå;111;2,1;0,5;0;0,6;0,5;43;0;0;0;0;23;0;0,1
03.373;Kylling, hel, med skinn, landkylling, rå;179;11;2,9;0;4,8;2;45;0;0;0;0;20;0;0,2
03.006;Kylling, hel, med skinn, rå;162;9,9;3,1;0;4,6;2,4;68;0;0;0;0;18,3;0;0,2
03.292;Kylling, hel, uten skinn, rå;107;3;1;0;1,4;0,8;62;0;0;0;0;20;0;0,2
03.225;Kylling, lår (overlår og lårklubbe), med skinn, rå;177;12,1;3,6;0;5,4;2,9;64;0;0;0;0;16,9;0;0,2
03.332;Kylling, lår (overlår og lårklubbe), uten skinn, rå;131;6,6;1,9;0;2,8;1,6;60;0;0;0;0;18;0;0,2
03.331;Kylling, lårklubbe (underlår), med skinn, rå;149;9;2,5;0;3,8;2,2;67;0;0;0;0;17,2;0;0,2
03.334;Kylling, lårklubbe (underlår), uten skinn, rå;115;4,7;1,2;0;1,8;1,2;63;0;0;0;0;18;0;0,3
03.330;Kylling, overlår (lår uten lårklubbe), med skinn, rå;194;14,1;4,3;0;6,4;3,4;64;0;0;0;0;16,7;0;0,2
03.333;Kylling, overlår (lår uten lårklubbe), uten skinn, rå;147;8,3;2,5;0;3,7;2,1;58;0;0;0;0;18;0;0,2
03.390;Kyllingskinn, rå;383;37,4;11,5;0;17,2;8,7;88;0;0;0;0;11,7;0;0,2
03.008;Rype, bryst, uten skinn, rå;122;4,5;1,1;0;2,3;0,9;70;0;0;0;0;20,3;0;0,2
;;;;;;;;;;;;;;;
3.1.2;Fjørfe, tilberedt;;;;;;;;;;;;;;
03.233;And, kjøtt med skinn, ovnsstekt;463;37,3;26,8;1;47,5;14;180;0;0;0;0;31,8;0;0,4
03.232;And, kjøtt uten skinn, ovnsstekt;248;6,8;5,3;0,3;8,4;2,6;289;0;0;0;0;46,7;0;0,6
03.234;Gås, kjøtt med skinn, ovnsstekt;446;32,8;23,9;0;43,3;9,2;195;0;0;0;0;37,6;0;0,4
03.245;Gås, kjøtt uten skinn, ovnsstekt;368;9,2;9;0;6;2,9;271;0;0;0;0;71,3;0;0,6
03.236;Høne, filet, kokt;135;0,6;0,3;0;0,5;0,2;91;0;0;0;0;32,6;0;0,1
03.206;Høne, kjøtt med skinn, kokt;248;16,7;8;0;14,9;5;103;0;0;0;0;24,4;0;0,1
03.241;Kalkun, brystfilet, uten skinn, ovnsstekt;151;1,4;0,6;0;0,6;0,4;62;0;0;0;0;34,8;0;0,2
03.005;Kalkun, kjøtt med skinn, ovnsstekt;167;6,5;2,1;0;2,4;1,5;98;0;0;0;0;27;0;0,2
03.240;Kalkun, kjøtt uten skinn, ovnsstekt;138;1,5;0,6;0;0,8;0,5;88;0;0;0;0;31,1;0;0,2
03.418;Kylling, filet, kokt;116;1,4;0,6;0;0,8;0,6;53;0;0;0;0;25,9;0;0,1
03.242;Kylling, filet, stekt i fett;154;4,8;1,5;0;2,1;1,2;54;0;0;0;0;27,7;0;0,2
03.391;Kylling, hel, med skinn, landkylling, ovnsstekt;193;10,3;3,6;0;6;2,5;56;0;0;0;0;25;0;0,2
03.007;Kylling, hel, med skinn, ovnsstekt;202;12,4;3,9;0;5,7;3;85;0;0;0;0;22,8;0;0,2
03.246;Kylling, hel, uten skinn, ovnsstekt;134;3,8;1,2;0;1,7;1,1;78;0;0;0;0;25;0;0,3
03.244;Kylling, lår (overlår og lårklubbe), med skinn, ovnsstekt;187;11,4;4,5;0;6,7;3,6;79;0;0;0;0;21,1;0;0,2
03.392;Kylling, lår (overlår og lårklubbe), uten skinn, ovnsstekt;146;6,2;2,4;0;3,5;2;76;0;0;0;0;22,5;0;0,3
03.395;Kylling, lårklubbe (underlår), med skinn, ovnsstekt;161;8,4;3,2;0;4,8;2,7;83;0;0;0;0;21,5;0;0,3
03.396;Kylling, lårklubbe (underlår), uten skinn, ovnsstekt;146;6,2;2,4;0;3,5;2;76;0;0;0;0;22,5;0;0,3
03.393;Kylling, overlår (lår uten lårklubbe), med skinn, ovnsstekt;203;13,2;5,4;0;8;4,3;80;0;0;0;0;20,9;0;0,2
03.394;Kylling, overlår (lår uten lårklubbe), uten skinn, ovnsstekt;160;7,8;3,1;0;4,7;2,6;72;0;0;0;0;22,5;0;0,3
03.249;Rype, bryst uten skinn, ovnsstekt;174;6,1;1,38;0;0,38;3,63;101;0;0;0;0;29,8;0;0,1
;;;;;;;;;;;;;;;
3.2;Lam, får;;;;;;;;;;;;;;
3.2.1;Lam, får, rå;;;;;;;;;;;;;;
03.215;Lam, bogstek, rå;187;12,6;5,7;0,4;4,5;0,8;52;0;0;0;0;18,5;0;0,2
03.343;Lam, fett fra lammekjøtt, rå;702;76;34,2;2,5;27,4;4,5;54;0;0;0;0;4,5;0;0,1
03.211;Lam, flatbiff, rå;104;2,1;0,9;0,1;0,7;0,1;51;0;0;0;0;21,3;0;0,1
03.218;Lam, fårikålkjøtt, rå;230;17,7;7,6;0,6;6,1;1;52;0;0;0;0;17,6;0;0,2
03.217;Lam, grytekjøtt, rå;192;13,2;5,9;0,4;4,8;0,8;52;0;0;0;0;18,4;0;0,2
03.213;Lam, indrefilet, rå;116;3,8;1,6;0,1;1,3;0,2;51;0;0;0;0;20,4;0;0,2
03.266;Lam, kotelett og sadel, kjøtt med fettrand, rå;257;20,4;9,1;0,7;7,3;1,2;52;0;0;0;0;18,3;0;0,2
03.342;Lam, kotelett og sadel, kjøtt uten fettrand, rå;145;6,5;2,8;0,2;2,2;0,4;51;0;0;0;0;21,7;0;0,2
03.015;Lam, lår med mørbrad, rå;181;11,6;5,2;0,4;4,2;0,7;51;0;0;0;0;19,1;0;0,2
03.014;Lam, lår, stek, rå;162;9,3;4;0,3;3,2;0,5;51;0;0;0;0;19,5;0;0,2
03.017;Lam, ribbe, side med ben, rå;285;24,2;10,5;0,8;8,4;1,4;52;0;0;0;0;16,8;0;0,2
03.013;Lam, sadel, rå;227;17,1;8;0,8;5,7;0,7;77;0;0;0;0;18,3;0;0,2
03.212;Lam, ytrefilet, rå;120;3,9;1,7;0,1;1,3;0,2;51;0;0;0;0;21,3;0;0,2
03.032;Pinnekjøtt, råvare;452;37;17,5;1,8;12,3;1,1;114;0;0;0;0;29,8;0;M
03.031;Sau, fårekjøtt, lettsaltet, rå;371;35;15,7;1,2;12,6;2,1;52;0;0;0;0;14;0;4
;;;;;;;;;;;;;;;
3.2.2;Lam, får, tilberedt;;;;;;;;;;;;;;
