id;product;omega3; omega6;vitaminA; retinol; betacarotene; vitaminD; vitaminE; thiamine;riboflavin;niacin;vitaminB6;folate;vitamineB12; vitamineC; calcium; iron;sodium;potassium;magnesium; zinc;selenium; copper;phosphorus; iodine
1;Melk og melkeprodukter;;;;;;;;;;;;;;;;;;;;;;;;
1.1;Melk og melkebasert drikke;;;;;;;;;;;;;;;;;;;;;;;;
04.372;Sushi, nigiri, kamskjell;0,11;0,05;1;1;0;1,3;0,4;0,01;0,03;0,7;0,1;5;1,2;2;4;0,2;17;67;9;0,9;6;0,06;61;4
04.335;Sushi, nigiri, kveite;0,27;0,08;3;3;0;1,9;0,4;0,03;0,04;2,1;0,22;5;0,4;2;4;0,1;17;157;10;0,5;14;0,04;82;7
04.334;Sushi, nigiri, laks;0,84;0,87;8;8;0;3,1;0,4;0,04;0,04;2,4;0,24;4;1,1;2;4;0,1;14;155;11;0,5;9;0,04;85;2
04.371;Sushi, nigiri, scampi;0,07;0,05;1;1;0;1,1;1,6;0,01;0,03;0,8;0,11;3;1,4;2;21;0,1;183;91;16;0,7;9;0,21;61;11
04.336;Sushi, nigiri, tunfisk;0,1;0,06;113;113;0;0,5;0,4;0,05;0,05;2,9;0,39;6;1,5;2;5;0,7;13;163;15;0,5;61;0,06;97;6
;;;;;;;;;;;;;;;;;;;;;;;;;
4.3;Skalldyr, fiskeinnmat;;;;;;;;;;;;;;;;;;;;;;;;
04.208;Akkar, innbakt, forfritert, fryst;0,91;2,05;47;46;13;0,1;2,4;0,09;0,22;1,5;0,32;15;2;0;81;0,7;88;230;23;0,9;35;0,52;160;50
04.313;Akkar, innbakt, forfritert, stekt i soyaolje;1,46;5,07;49;47;13;0,2;3,1;0,09;0,23;1,6;0,3;14;2,1;0;96;0,7;89;232;25;1,1;41;0,59;171;59
04.302;Akkar, tiarmet blekksprut, kokt;1,19;0,02;24;24;0;0;2,1;0,15;0,16;4,7;0,95;18;4,7;0;25;0,8;183;412;47;2,2;116;1,73;317;88
04.262;Akkar, tiarmet blekksprut, rå;0,61;0,01;15;15;0;0;1,2;0,1;0,12;3,4;0,69;13;3;0;13;0,5;110;280;28;1,1;66;0,98;190;50
04.076;Blåskjell, avrent, hermetisk;0,66;0,07;42;42;0;0,1;2,2;0;0,18;0,6;0;31;14,7;0;40;4,3;511;73;41;3,6;67;0,22;222;170
04.053;Blåskjell, rå;0,5;0,09;14;14;0;0;0,8;0;0,27;1,2;0,1;42;25;0;30;7,7;582;145;39;3,4;46;0,22;145;270
04.054;Hummer, kokt;0,2;0,04;0;0;0;0;4,3;0,1;0,06;1,8;0,21;17;1;0;138;0,7;680;116;45;4,1;80;2,2;150;350
04.264;Kamskjell, kokt;0,4;0,04;4;4;0;4,4;1,5;0;0,08;1,7;0,04;10;4;0;8;0,6;60;151;20;2,3;23;0,11;159;13
04.114;Kamskjell, rå;0,32;0,04;4;4;0;4,2;1,3;0;0,09;1,9;0,04;11;4;0;7;0,6;56;161;19;1,8;20;0,1;150;11
04.340;Kongereke, rå;0,2;0,03;0;0;0;0;1,8;0;0,05;0,1;0,11;11;1;0;44;0,7;215;126;28;1,2;34;0,21;155;5
04.055;Krabbe, kokt;0,31;0,06;4;4;0;0;4,7;0,05;0,4;1,7;0,2;13;13,5;0;551;1,8;550;244;63;6,5;200;1,6;450;178
04.091;Krabbe, naturell, hermetisk;0,4;0,08;0;0;0;0;1,2;0,05;0,4;1,1;0,3;10;13,5;0;120;2,8;550;100;32;5,7;50;0,42;140;268
04.265;Krabbepinner, crabsticks, fryst;0,11;0,19;2;2;0;0,7;0,7;0,05;0,14;2,2;0,32;12;2,9;0;9;0,2;807;294;21;0,7;25;0,01;188;219
04.121;Kreps, kokt;0,47;0,09;0;0;0;0;3,2;0,14;0,06;2,4;0,2;8;3;0;222;2,4;765;106;33;2,4;30;1,9;150;152
04.374;Krepsehale, i lake, avrent;0,06;0,06;0;0;0;0;1,4;0,01;0,04;0,5;0;4;2,5;0;32;0,5;829;72;10;1,2;22;M;88;12
04.051;Lever, torsk, rå;13,71;1,34;4794;4794;0;89,7;5,2;0,11;0,3;2,2;0,09;107;43;0;5;1,7;48;156;9;1,2;80;0,4;138;355
04.098;Reker, i lake, avrent;0,07;0;0;0;0;0;3,1;0,01;0;0,3;0;4;1,8;0;37;0,2;1010;94;19;0,7;20;0,11;99;12
04.207;Reker, innbakt, forfritert, fryst;0,07;0,82;1;1;0;1,8;1,1;0,11;0,05;1,5;0,06;3;2;0;36;0,5;300;167;33;0,8;80;0,16;75;35
04.277;Reker, innbakt, forfritert, stekt i soyaolje;0,37;2,82;1;1;0;1,5;1,4;0,08;0,04;1,2;0,04;2;1,7;0;33;0,4;236;131;27;0,7;74;0,14;62;32
04.057;Reker, kokt;0,19;0,02;2;2;0;3,5;5,3;0,01;0,07;2,3;0,1;4;4,6;0;61;0,1;600;239;43;1;30;0,6;150;35
04.318;Rogn, torsk, hermetisk, stekt i fett;1,04;1,91;105;103;18;16,2;6,1;0,61;0,23;0,4;0,25;9;8,7;0;12;0,8;134;141;8;3,4;20;0,22;280;190
04.312;Rogn, torsk, kokt;1,11;0,11;26;26;0;4,8;10,3;0,64;0,51;0,9;0,2;17;17,3;17;9;0,8;95;227;12;5;105;0,12;381;195
04.100;Rogn, torsk, presset, hermetisk;0,61;0,03;79;79;0;18;6,2;0,78;0,26;0,5;0,32;12;10;0;11;1;110;170;9;3,5;20;0,24;320;195
04.052;Rogn, torsk, rå;1;0,1;28;28;0;5,2;10,3;0,77;0,66;1,2;0,26;22;19,5;19;8;0,9;101;272;13;4,5;105;0,12;403;195
04.258;Snegler, hermetisk;0,33;0,06;90;90;0;1,1;0,8;0,13;0,18;1,9;0,05;20;5;0;170;3,5;73;121;250;2;50;1,7;200;0
04.367;Strandsnegle, norsk;0,22;0,26;30;30;0;0;5;0,01;0,12;1,4;0,13;6;0,5;0;10;3,5;420;382;250;1;27;0,4;272;M
04.058;Østers, rå;0,65;0,09;38;38;0;3,1;1,1;0,2;0,2;2;0,2;10;14;0;22;3,1;110;265;19;42;60;0,9;161;85
;;;;;;;;;;;;;;;;;;;;;;;;;
5;Korn- og bakevarer, frø og nøtter;;;;;;;;;;;;;;;;;;;;;;;;
5.1;Mel;;;;;;;;;;;;;;;;;;;;;;;;
05.132;Bokhvetemel;0;0,69;0;0;0;0;0;0,45;0,45;2,3;0,24;58;0;0;15;2,3;0;410;190;1,4;3;0,36;360;0
05.002;Byggmel;0,1;0,91;0;0;0;0;0,5;0,3;0,07;2,8;0,22;29;0;0;27;1,8;0;288;61;1,3;0;0,29;210;0
05.120;Finbakstmel;0,06;0,88;0;0;3;0;0,8;0,18;0,03;0,9;0,08;14;0;0;17;0,8;1;136;17;0,5;5;0,15;145;2
05.121;Grovbakstmel, 40 % sammalt;0,07;0,9;0;0;3;0;0,9;0,39;0,07;3;0,12;25;0;0;22;2,2;2;273;62;1,6;7;0,21;226;2
05.122;Havrekli;0,13;2,86;0;0;0;0;7,5;0,5;0,22;4,7;0,17;52;0;0;58;5;4;566;235;3,1;1;0,62;734;0
05.004;Havremel;0,08;2,56;0;0;0;0;0,8;0,47;0,13;0,9;0,2;32;0;0;53;5;10;427;130;3,1;1;0,4;425;0
05.007;Hvetekim;0,72;5,29;5;0;62;0;16;2,13;0,44;6,8;1,82;330;0;0;60;8,2;3;1060;290;17,8;3;1,1;1000;0
05.006;Hvetemel, sammalt, fint/grovt;0,09;1,13;0;0;0;0;0,8;0,6;0,09;4,6;0,25;35;0;0;36;3,3;0;420;110;2,3;1;0,32;303;0
05.010;Hvetemel, siktet;0,05;0,79;0;0;0;0;0,5;0,27;0,04;1,3;0,12;16;0;2;21;1,2;0;188;35;0,8;1;0,16;123;0
05.496;Hvetemel, økologisk;0,05;0,8;0;0;0;0;0,5;0,27;0,04;1,5;0,12;18;0;0;25;1,5;0;205;47;1,2;3;0,25;148;0
05.351;Kakemiks, fin, glutenfri, pulver, Toro;0,03;0,27;0;0;0;0;0,2;0,01;0;0,2;0,02;0;0;0;10;0,4;600;18;7;0,2;0;0,02;10;M
05.383;Kikertmel;0,09;2,4;3;0;32;0;2,5;0,45;0,17;1,9;0,45;193;0;0;58;2,6;2;297;62;1,5;4;0,27;220;M
05.445;Kokosmel;0;0,38;0;0;0;0;0;0,03;0;0,6;0,09;21;0;0;13;2,8;19;710;100;1,5;8;0,76;165;0
05.008;Kruskakli, hvetekli, Møllerens;0,14;1,72;0;0;0;0;0,5;0,88;0,23;22;0,9;88;0;0;104;13;0;1550;535;7,8;3;1;1300;0
05.494;Kruskakli, hvetekli, Regal;0,17;2,03;0;0;0;0;1,2;0,93;0,24;18,5;0,89;95;0;1;90;11,5;0;1500;475;7,5;2;1,1;1200;0
05.013;Maismel;0,03;1;9;0;110;0;1,1;0,14;0,05;1;0,1;10;0;0;2;1,5;0;182;53;1;0;0,11;138;0
05.015;Maisstivelse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0,1;6;5;2;0;0;0;13;0
05.420;Mandelmel;0;13,1;0;0;3;0;25,5;0,21;0,78;3,1;0,11;34;0;0;270;3,6;8;670;280;3;0;0,92;520;0
05.478;Mel, glutenfritt, Finax;0;0,04;1;1;0;0;0;0,6;0,2;6,2;0,6;4;0,3;0;111;5,1;37;136;13;0,4;0;11,6;119;9
05.479;Mel, glutenfritt, Finmix, Semper;0;0,01;0;0;0;0;0;0,4;0,4;4;0,35;40;0;0;8;6,1;48;44;12;0,4;0;0,05;56;0
05.424;Mel, glutenfritt, grovt, Semper;0,01;0,26;M;M;M;0;0;0,3;0,56;4,3;0,21;42;0;5;34;8,5;58;52;14;0,4;2;0,08;58;10
05.251;Mel, glutenfritt, grovt, Toro;0,05;1,33;0;0;0;0;0,1;0,14;0,09;0,9;0,09;18;0;0;50;3,9;406;143;57;0,8;0;0,18;109;0
05.425;Mel, glutenfritt, Jyttemel Original;0,24;0,33;M;M;M;0;0,1;0,16;0,09;1,9;0,21;23;0;2;37;2,5;0;210;68;1,5;3;0,26;160;2
05.250;Mel, glutenfritt, lyst, Toro;0,08;1,07;2;2;1;0;0,3;0,04;0,01;0,9;0,02;3;0;3;66;0,3;520;74;7;0,2;1;0,04;100;2
05.426;Mel, glutenfritt, Schär;0,02;0,17;M;M;M;0;0,1;0,03;0,04;0,5;0,04;14;0;0;12;0,6;380;97;16;0,4;2;0,07;56;2
05.480;Mel, havrebrødmiks, glutenfri, Toro;1;1,87;0;0;0;0;2,2;0,18;0,03;0,6;0,09;15;0;0;126;3,2;634;105;37;0,6;0;0,12;199;0
05.481;Mel, vaffelmiks, glutenfri, Toro;0,06;0,34;31;31;0;0,2;0,4;0,07;0,21;0,5;0,13;15;0,6;6;119;0,6;469;168;15;0,6;0;0,05;268;15
05.020;Potetmel, potetstivelse;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;11;0,1;3;68;3;0;0;0;64;0
05.223;Rismel;0;0,02;0;0;0;0;0;0,08;0,03;1,9;0,2;4;0;0;6;0,2;5;82;27;1;0;0,14;98;0
05.026;Rugmel, sammalt;0,09;0,68;0;0;0;0;0,5;0,44;0,12;1,1;0,2;41;0;0;37;2,5;0;470;101;2,5;1;0,29;296;0
05.027;Rugmel, siktet;0,06;0,46;0;0;0;0;0,1;0,3;0,05;0,6;0,09;22;0;0;20;0,9;0;213;30;0,9;0;0,14;98;0
06.087;Soyamel;1,51;11,29;0;0;0;0;4,3;0,38;0,26;1,9;0,4;245;0;0;182;8,4;1;1867;245;4,1;7;1,31;668;2
06.196;Soyamel, med mindre fett;0,56;3,66;2;0;24;0;0,6;1,09;0,28;3;1,05;289;0;0;285;8,2;9;2090;285;4,1;59;1,6;675;M
05.495;Speltmel, siktet;0,04;0,83;0;0;0;0;0,5;0,31;0,04;1,3;0,11;28;0;3;21;1,3;0;188;39;1,2;3;0,19;153;0
05.482;Teffmel;0,14;0,09;0;0;5;0;0,1;0,39;0,27;3,4;0,48;M;0;0;145;7,1;2;356;162;2,8;0;0,65;352;0
;;;;;;;;;;;;;;;;;;;;;;;;;
5.2;Gryn, ris, pasta;;;;;;;;;;;;;;;;;;;;;;;;
5.2.1;Gryn, ris, pasta, råvare;;;;;;;;;;;;;;;;;;;;;;;;
05.231;Bokhvete, hele korn;0;0,76;0;0;0;0;0,1;0,41;0,14;2,9;0,29;60;0;0;15;2,1;0;415;195;1,6;3;0,38;355;0
05.233;Bulgurgryn, tørr;0;0,55;0;0;0;0;0,1;0,18;0,04;1,5;0,19;23;0;0;29;1,9;11;375;69;2,3;4;0,43;250;0
05.001;Byggryn;0,06;0,51;0;0;0;0;0,7;0,13;0,11;5,7;0,33;20;0;0;23;2,2;2;290;66;1,3;3;0,61;285;0
05.225;Couscous, tørr;0,01;0,24;0;0;0;0;0,1;0,16;0,08;3,5;0,11;20;0;0;24;1,1;10;166;44;0,8;4;0,32;170;2
05.003;Havregryn, lettkokte/store;0,08;2,22;0;0;0;0;0,6;0,65;0,09;0,8;0,13;36;0;0;55;4,1;0;413;128;2,7;3;0,37;438;0
05.005;Hirse, hele korn;0,09;1,4;0;0;0;0;0,1;0,73;0,38;2,3;0,75;27;0;0;10;4,8;5;220;100;3,4;2;0,49;240;4
05.009;Hvete, helkorn;0,06;0,86;0;0;3;0;0,9;0,52;0,08;6,4;0,19;40;0;0;31;4,1;2;414;116;2,7;10;0,35;371;2
05.331;Nudler av ris, tørr;0,03;0,12;0;0;0;0;0;0,03;0,02;0,2;0,02;3;0;0;18;0,7;182;30;12;0,7;15;0,08;153;3
05.379;Nudler, glass, tørr;0;0;0;0;0;0;0,1;0,15;0;0,2;0,05;2;0;0;25;2,2;10;10;3;0,4;8;0,08;32;0
05.330;Nudler, med egg, tørr;0,11;2,22;6;4;23;0,2;0,5;0,12;0,02;3,3;0,15;19;0;0;73;2,7;240;378;49;1,3;16;0,2;187;6
05.222;Nudler, uten egg, tørr;0,32;1,53;0;0;0;0;0,5;0,08;0,07;0,9;0,06;11;0;0;22;4,1;2;180;18;1;8;0,42;120;3
05.326;Pasta, fersk med kjøtt og ost, tortellini, rå;0,05;0,23;22;22;0;0;2,2;0,17;0,1;1,7;0,09;14;0,4;0;49;0,9;279;231;28;1,2;0;0,18;187;16
05.325;Pasta, fersk med kjøtt, tortellini, rå;0,11;0,92;16;16;0;0;0,8;0,24;0,06;3,1;0,13;21;0,6;0;39;1,4;527;248;42;1,6;50;0,18;213;7
05.327;Pasta, fersk med ost, ravioli, rå;0,12;0,91;45;45;0;0;1,4;0,16;0,09;1,9;0,11;20;0,8;0;133;1,2;680;212;37;1,5;30;0,19;238;13
05.332;Pasta, fullkorn, tørr;0,04;0,96;0;0;0;0;0,6;0,33;0,06;5,6;0,31;29;0;0;39;3,6;3;426;103;2,8;15;0,54;333;1
05.421;Pasta, glutenfri, av mais og ris, tørr, Barilla;0,02;0,51;9;0;104;0;0,1;0,06;0,07;0,6;0,1;8;0;5;5;0,3;0;100;17;0,4;3;0,06;58;2
05.423;Pasta, glutenfri, av ris og grønnsaker, tørr, Orgran tricolore;0;0,04;2;0;23;0;0,1;0,11;0,05;2,3;0,15;15;0;0;14;0,8;12;180;51;1,4;8;0,27;150;2
05.422;Pasta, glutenfri, spagetti, tørr, Semper;0,12;0,96;M;M;M;0;0,1;0,26;0,06;5,4;0,27;18;0;4;14;1,3;0;250;120;1,9;5;0,24;310;2
05.227;Pasta, grønn, fersk, rå;0,1;0,98;74;38;426;0,5;1,9;0,16;0,12;0,8;0,09;38;0,3;2;39;1,2;270;153;26;0,9;7;0,11;120;9
05.226;Pasta, naturell, fersk, rå;0,1;1,04;41;41;0;0,6;1,9;0,17;0,12;0,9;0,08;26;0,3;0;23;1,2;271;130;23;0,8;8;0,1;125;9
05.016;Pasta, naturell, tørr;0,02;0,48;0;0;0;0;0,1;0,22;0,06;2,8;0,11;16;0;0;25;1;2;208;52;1,4;6;0,24;174;1
05.443;Perlebygg;0;0,62;0;0;0;0;0;0,19;0,06;1,3;0,19;50;0;0;23;1,9;2;300;71;2;3;0,38;250;0
05.442;Perlespelt;0;0,81;0;0;0;0;0,4;0,25;0,07;0,8;0,18;52;0;0;24;2,5;1;325;105;3,3;10;0,45;350;0
05.384;Ris, arborio, risottoris, tørr;0,02;0,42;0;0;0;0;0;0,09;0;1,6;0,11;13;0;0;5;0,2;1;86;30;1,4;5;0,2;125;2
05.023;Ris, grøtris, 1 times koketid, tørr;0,04;0,18;0;0;0;0;0;0,2;0,05;1,3;0,21;9;0;0;0;0,2;1;96;28;1,1;0;0,16;96;2
05.307;Ris, grøtris, 5-25 min koketid, tørr;0,03;0,16;0;0;0;0;0;0,11;0,05;1,3;0,29;7;0;0;5;0;692;64;19;1,2;3;0,16;79;2
05.304;Ris, hurtigris, 1 % salt, tørr;0,01;0,04;0;0;0;0;0;0,05;0;0,8;0,35;5;0;0;11;0;279;46;15;1,4;13;0,2;139;2
05.024;Ris, hurtigris, tørr;0,03;0,16;0;0;0;0;0;0,25;0;4,1;0,44;8;0;0;73;0,4;2;158;30;0,7;0;0,17;165;2
05.305;Ris, polert, Basmatiris, tørr;0,05;0,23;0;0;0;0;0;0,15;0,05;1,3;0,42;9;0;0;18;0,4;0;76;26;1,5;14;0,27;101;2
05.306;Ris, polert, Jasminris, tørr;0,03;0,16;0;0;0;0;0;0,05;0,05;0,7;0,75;11;0;0;0;0;1;56;10;1,6;0;0,12;68;2
05.212;Ris, polert, langkornet, tørr;0,03;0,16;0;0;0;0;0;0,04;0,05;0,5;0,56;9;0;0;0;0;0;52;9;1,3;0;0,14;132;2
05.022;Ris, polert, parboiled, langkornet, tørr;0,02;0,38;0;0;0;0;0;0,24;0,05;4,7;0,51;8;0;0;178;1,3;1;166;38;0,8;7;0,27;182;2
05.021;Ris, upolert, naturris, langkornet, tørr;0,04;1,01;0;0;0;0;0;0,36;0,05;5,4;0,56;14;0;0;11;1,3;3;193;115;2,1;14;0,26;282;2
05.339;Ris, villris, rå;0,33;0,42;1;0;11;0;0,8;0,12;0,26;6,7;0,39;95;0;0;21;2;7;427;177;6;3;0,52;433;2
05.029;Semulegryn, hvetegryn;0,07;0,78;0;0;3;0;0,8;0,18;0,03;0,9;0,08;14;0;5;17;0,8;1;136;17;1;5;0,15;145;0
05.224;Sorghum;0,06;1,31;0;0;0;0;0,8;0,38;0,15;0,4;0,75;27;0;0;28;4,4;3;350;162;2;5;0,53;287;2
;;;;;;;;;;;;;;;;;;;;;;;;;
5.2.2;Gryn, ris, pasta, tilberedt;;;;;;;;;;;;;;;;;;;;;;;;
05.285;Bulgurgryn, kokt;0;0,18;0;0;0;0;0;0,03;0,01;0,4;0,03;5;0;0;10;0,6;164;84;23;0,7;1;0,14;78;0
05.447;Byggryn, kokt;0,02;0,17;0;0;0;0;0,2;0,02;0,02;1,4;0,06;5;0;0;8;0,7;1;66;22;0,4;1;0,2;90;0
05.252;Couscous, kokt;0,05;0,29;7;7;3;0,1;0,2;0,04;0,02;1,1;0,03;5;0;0;9;0,4;157;50;17;0,3;2;0,12;63;1
05.334;Nudler av ris, kokt uten salt;0,13;0,84;0;0;0;0;0,6;0,01;0,01;0,1;0,01;1;0;0;8;0,2;41;8;5;0,3;7;0,03;65;1
05.333;Nudler, kokt, med krydder;0,54;4,97;0;0;0;0;1,2;0,08;0,05;1;0,04;5;0;0;10;0,4;734;122;22;0,5;2;0,08;60;13
05.335;Pasta, fullkorn, kokt med salt;0,08;0,6;9;9;4;0,1;0,5;0,1;0,02;1,8;0,1;7;0;0;13;1;198;92;32;1;5;0,17;113;0
05.253;Pasta, grønn, fersk, kokt;0,08;0,53;30;18;143;0,3;0,9;0,05;0,03;0,3;0,03;10;0,1;0;14;0,3;180;34;8;0,3;3;0,04;42;3
05.229;Pasta, naturell, fersk, kokt;0,08;0,55;19;19;3;0,3;0,8;0,05;0,03;0,3;0,03;7;0,1;0;8;0,3;180;29;7;0,3;3;0,03;43;3
05.130;Pasta, naturell, kokt;0,07;0,43;9;9;4;0,1;0,3;0,07;0,02;0,9;0,03;4;0;0;9;0,3;198;45;16;0,5;2;0,08;59;0
05.337;Ris, Basmati, kokt;0,02;0,08;0;0;0;0;0;0,02;0,01;0,3;0,07;2;0;0;6;0,1;0;14;9;0,5;5;0,09;33;1
05.336;Ris, hurtigris, 1 % salt, kokt;0;0,01;0;0;0;0;0;0,01;0;0,2;0,06;1;0;0;4;0;57;9;5;0,5;4;0,06;45;1
05.254;Ris, hurtigris, kokt;0,01;0,05;0;0;0;0;0;0,04;0;1;0,07;2;0;0;25;0,1;0;30;10;0,2;0;0,05;53;1
05.338;Ris, Jasmin, kokt;0,01;0,05;0;0;0;0;0;0,01;0,01;0,2;0,13;3;0;0;0;0;0;10;3;0,5;0;0,04;22;1
05.289;Ris, polert, langkornet, kokt;0,01;0,05;0;0;0;0;0;0,01;0,01;0,1;0,09;2;0;0;0;0;0;10;3;0,4;0;0,05;43;1
05.125;Ris, polert, parboiled, langkornet, kokt;0,01;0,13;0;0;0;0;0;0,04;0,01;1,2;0,09;2;0;0;61;0,4;0;31;13;0,2;2;0,09;59;1
05.255;Ris, upolert, naturris, langkornet, kokt;0,01;0,34;0;0;0;0;0;0,06;0,01;1,4;0,1;3;0;0;4;0,4;1;53;39;0,7;5;0,09;91;1
05.340;Ris, villris, kokt;0,11;0,14;0;0;3;0;0,3;0,02;0,07;1,7;0,07;23;0;0;7;0,7;2;116;60;1,9;1;0,18;140;1
;;;;;;;;;;;;;;;;;;;;;;;;;
5.3;Kornblanding, frokostkorn;;;;;;;;;;;;;;;;;;;;;;;;
05.476;Corn flakes, glutenfri, Schär;0;0,08;1;0;17;0;0,2;1,8;2;25;2,5;250;1,3;0;3;0,2;707;83;9;0,2;0;0,04;41;0
05.033;Corn flakes, Kelloggs;0,02;0,38;4;0;45;0;0;0,05;0,05;0,4;0,07;4;0;0;4;0,2;450;83;11;2;0;0,62;45;2
05.239;Corn flakes, søt, Frosties;0;0,45;1;0;6;0;0;0,02;0,02;0,3;0,06;8;0;0;8;0,3;590;64;8;0,5;0;0,03;40;1
05.373;Frokostkorn, Jippi Frokosttall;0,18;0,35;1;0;16;0;0,8;0,29;0,07;4,3;0,14;29;0;0;27;3;180;413;100;2,3;7;0,38;281;2
05.240;Frokostkorn, ristet hvete og ris, Spesial K;0;0,79;0;0;0;0;0,3;0,09;0,15;3,2;0,25;25;0;0;15;2,2;400;220;40;1;6;0,2;150;2
05.158;Frokostkorn, sjokoladesmak;0,1;0,15;1;1;0;0;0,2;0,06;0,06;1,2;0,19;22;0,1;0;33;2,8;280;337;45;1,5;2;0,22;142;2
05.375;Frokostkorn, sjokoladesmak, Coco Pops Crunchers;0;0,14;0;0;3;0;0,6;0,18;0,04;1,2;0,06;15;0;0;23;1,8;310;430;40;1;3;0,39;100;2
05.395;Frokostkorn, sjokoladesmak, Nestlé Nesquick;0,04;0,65;0;0;0;0;0,5;0,21;0,07;2,4;0,1;18;0;M;170;4,8;200;490;80;1,6;3;0,42;200;2
05.474;Fruktmüsli, frokostblanding, glutenfri, Finax;0,05;1,79;59;0;703;0;2,6;0,19;0,13;1,4;0,15;42;0;22;53;1,9;401;179;61;0,8;0;0,17;122;0
05.483;Granola, hjemmelaget;1,59;7,71;6;4;22;0,1;5,7;0,39;0,2;1,3;0,16;51;0;1;86;3,3;196;476;154;2,4;6;0,67;355;1
05.136;Havre, ristet, med frukt, olje, Crüsli;0,71;2,63;0;0;1;0;7;0,24;0,05;1,6;0,14;20;0;0;27;2,4;20;290;69;1,4;3;0,24;262;2
05.376;Havreflak, Havreflakes;0,07;2,29;0;0;0;0;0,8;0,32;0,07;0,6;0,22;27;0;1;41;4,8;400;359;120;2,9;1;0,32;360;2
05.497;Havregryn, lettkokte, økologiske;0,08;2,11;0;0;0;0;0,6;0,64;0,09;0,8;0,12;33;0;0;57;3,9;0;393;130;3,2;2;0,44;440;0
05.237;Havreputer, Havrefras;0,09;2,19;0;0;0;0;0,7;0,25;0,1;3,6;0,15;33;0;M;59;4,7;310;940;170;3,3;3;0,49;520;2
05.374;Havreputer, Jippi Havreputer;0,06;1,91;0;0;0;0;0,6;0,35;0,11;1,1;0,19;24;0;0;41;3,8;200;332;101;2,4;1;0,33;324;2
05.394;Havreringer, Nestlé Cheerios;0,06;2,29;0;0;0;0;1,2;0,17;0,09;0,6;0,06;25;0;M;57;3,4;330;560;100;2,1;5;0,34;420;2
05.244;Hvetebrikker, Weetabix;0,05;1;0;0;0;0;0,8;0,01;0,15;7,5;0,33;35;0;0;28;4,3;260;388;82;1,5;3;0,32;301;2
05.156;Hveteflak ristet, med hvetekli, All-bran Regular;0,08;1,04;0;0;0;0;0,7;0,17;0,12;7;0,23;27;0;M;43;4,1;270;520;130;2,6;4;0,49;370;2
05.241;Hvetekli, ristet, All-Bran plus;0,13;1,68;0;0;0;0;1,5;0,72;0,54;16,8;0,91;98;0;0;35;5,3;230;440;120;2,4;0;0,4;310;2
05.034;Kornblanding, 4-korn;0,07;1,07;0;0;1;0;0,6;0,43;0,1;3,5;0,21;34;0;0;37;3,2;1;397;103;2,3;4;0,41;347;1
05.377;Kornblanding, med bær, Go'dag Blåbærmüsli;0,02;0,45;4;0;45;0;1;0,34;0,1;2,8;0,18;21;0;0;28;4,2;200;281;70;1,7;5;0,24;228;2
05.235;Kornblanding, med frukt og nøtter, Go'dag Energimüsli;0,13;2,49;1;0;6;0;2,6;0,4;0,1;0,8;0,26;30;0;5;54;3;4;533;98;2;1;0,45;353;2
05.400;Kornblanding, med frukt, AXA Fruktmüsli;0,06;1,29;0;0;0;0;0,8;0,24;0,07;1,2;0,11;18;0;M;45;2,7;160;440;93;1,8;1;0,34;300;2
05.236;Kornblanding, med frukt, Go'dag Fruktmüsli;0,06;1,19;2;0;20;0;0,7;0,3;0,09;2,3;0,2;26;0;5;35;3;200;517;84;1,7;4;0,31;273;2
05.238;Kornblanding, müsli med frukt, nøtter, søtet;0,07;1,28;0;0;0;0;1,5;0,28;0,59;1,9;0,15;41;0;0;25;3;174;410;89;2,2;1;0,5;272;2
05.378;Kornblanding, Vita Hjertego' Flerkornsblanding med Blåbær og Tranebær;0,06;1,5;1;0;11;0;1,2;0,25;0,09;1,4;0,17;21;0;0;30;2,4;310;430;40;1;2;0,27;100;2
05.477;Mais- og risflak, frokostblanding, glutenfri, Schär;0;0,03;0;0;0;0;0;1,8;2;25;2,5;250;1,3;0;31;3,6;232;120;32;1,3;0;0,23;122;0
05.475;Mais- og risflak, frokostblanding, glutenfri, special flakes, Semper;0;0,05;0;0;4;0;0;1,8;2,9;25;2,5;250;1,3;0;8;12;174;88;32;1,4;0;0,18;117;0
05.037;Puffet havre, Havrenøtter;0,07;2,06;0;0;0;0;0,5;0;0,07;1,1;0,46;16;0;0;37;3,5;3;399;105;2,3;1;0,59;436;2
05.038;Puffet hvete, Hvetenøtter;0,05;0,89;0;0;0;0;0,8;0;0,06;5,1;0,44;10;0;0;23;3,1;2;423;115;2,4;1;0,43;407;2
05.036;Puffet hvete, med sukker og honning, Honni korn;0,09;0,13;0;0;0;0;0,2;0;0,04;3;0,27;8;0;0;19;1,6;30;220;60;1,5;5;0,28;180;2
05.039;Puffet ris;0,04;0,21;1;0;6;0;0,1;0;0,02;1,1;0,08;15;0,1;0;3;0,4;4;84;21;1,5;2;0,93;91;2
;;;;;;;;;;;;;;;;;;;;;;;;;
5.5;Brødvarer, hjemmebakt;;;;;;;;;;;;;;;;;;;;;;;;
05.454;Bagels, hjemmelaget;0,07;2,07;42;40;20;0,7;0,8;0,24;0,09;1,2;0,1;34;0,1;1;63;1,4;486;177;45;1,2;4;0,21;144;4
